"subject","trial","native_language","word","class","frequency","length","correct","RT"
"J",67,"Other","whale","animal",5.298317,5,"correct",483.000167285837
"J",69,"Other","spider","animal",4.844187,6,"correct",558.000020991229
"J",70,"Other","pear","plant",4.727388,4,"correct",598.00014713754
"J",72,"Other","mushroom","plant",5.537334,8,"correct",451.999918715839
"J",75,"Other","squirrel","animal",4.70953,8,"correct",554.000173542032
"J",77,"Other","pineapple","plant",3.988984,9,"correct",536.999949248742
"J",79,"Other","chicken","animal",6.59987,7,NA,NA
"J",81,"Other","goat","animal",6.228511,4,"correct",525.999888099976
"J",83,"Other","crocodile","animal",4.615121,9,"incorrect",451.999918715839
"J",84,"Other","horse","animal",7.77191,5,"correct",548.999757611321
"J",89,"Other","tomato","plant",5.545177,6,"correct",473.999847516558
"J",93,"Other","broccoli","plant",2.833213,8,"correct",538.000236633012
"J",97,"Other","mole","animal",4.60517,4,"correct",725.000250230404
"J",98,"Other","bat","animal",5.918894,3,"correct",490.999937252894
"J",99,"Other","donkey","animal",5.541264,6,"incorrect",444.999874436041
"J",100,"Other","mustard","plant",4.442651,7,"correct",472.000006803618
"J",103,"Other","squid","animal",3.970292,5,"correct",560.000121111664
"J",108,"Other","frog","animal",5.129899,4,"correct",444.999874436041
"J",109,"Other","dolphin","animal",4.007333,7,"incorrect",444.999874436041
"J",112,"Other","reindeer","animal",4.043051,8,"incorrect",464.000207767064
"J",113,"Other","lion","animal",6.098074,4,"correct",420.000121263504
"J",115,"Other","potato","plant",6.461468,6,"correct",466.99987966864
"J",117,"Other","eagle","animal",5.117994,5,"correct",539.0002312801
"J",118,"Other","blackberry","plant",4.060443,10,"correct",535.000135410654
"J",120,"Other","camel","animal",6.109248,5,"correct",569.999794327737
"J",121,"Other","radish","plant",3.044522,6,"correct",492.000139485804
"J",122,"Other","beetroot","plant",3.555348,8,"correct",527.000237918756
"J",123,"Other","apple","plant",6.304449,5,"correct",446.000021399052
"J",124,"Other","grape","plant",5.192957,5,"correct",423.999806981694
"J",128,"Other","cucumber","plant",4.454347,8,"correct",558.000020991229
"J",130,"Other","cherry","plant",4.997212,6,"correct",456.000086861448
"J",131,"Other","butterfly","animal",5.214936,9,"correct",596.999932304621
"J",133,"Other","vulture","animal",4.248495,7,"correct",565.000151902281
"J",134,"Other","walnut","plant",4.49981,6,"correct",608.999836964695
"J",137,"Other","magpie","animal",2.995732,6,"correct",710.999694409961
"J",138,"Other","strawberry","plant",4.75359,10,"correct",539.0002312801
"J",139,"Other","banana","plant",5.023881,6,"correct",438.000039255118
"J",141,"Other","elephant","animal",6.063785,8,"correct",554.999936870732
"J",144,"Other","stork","animal",3.044522,5,"correct",814.999907708702
"J",147,"Other","olive","plant",5.587249,5,"correct",495.000117528512
"J",152,"Other","goose","animal",5.267858,5,"incorrect",440.000120158602
"J",154,"Other","swan","animal",4.962845,4,"correct",534.000085995263
"J",156,"Other","almond","plant",4.204693,6,"correct",601.999731924149
"J",159,"Other","asparagus","plant",3.663562,9,"incorrect",394.000035736616
"J",160,"Other","leek","plant",3.332205,4,"incorrect",475.000093083554
"J",162,"Other","orange","plant",6.378426,6,"correct",447.000181207772
"J",163,"Other","woodpecker","animal",2.890372,10,"incorrect",369.000131349069
"J",166,"Other","tortoise","animal",4.624973,8,"correct",563.999858155113
"J",168,"Other","lettuce","plant",4.812184,7,"correct",524.999862139415
"J",169,"Other","cat","animal",7.086738,3,"correct",458.99990358222
"J",170,"Other","sheep","animal",6.577861,5,"correct",451.999918715839
"J",172,"Other","avocado","plant",3.433987,7,"correct",554.000173542032
"J",173,"Other","kiwi","plant",3.044522,4,"correct",460.999980178545
"J",175,"Other","melon","plant",4.127134,5,"correct",497.999961641724
"J",176,"Other","snake","animal",6.120297,5,"correct",475.000093083554
"J",177,"Other","moose","animal",2.70805,5,"correct",458.99990358222
"J",178,"Other","monkey","animal",5.783825,6,"correct",497.999961641724
"J",179,"Other","blueberry","plant",2.484907,9,"incorrect",435.999893899834
"J",180,"Other","paprika","plant",2.484907,7,"incorrect",554.000173542032
"J",181,"Other","peanut","plant",4.59512,6,"correct",508.999991575784
"J",182,"Other","bee","animal",5.700444,3,"correct",438.999818660037
"K",23,"English","owl","animal",4.859812,3,"correct",407.999928843108
"K",24,"English","chicken","animal",6.59987,7,"correct",434.999986476423
"K",30,"English","vulture","animal",4.248495,7,"correct",459.99977483781
"K",32,"English","orange","plant",6.378426,6,"correct",450.000187756075
"K",33,"English","blackberry","plant",4.060443,10,"correct",551.000105156754
"K",34,"English","lion","animal",6.098074,4,"correct",403.000176535525
"K",35,"English","sheep","animal",6.577861,5,"correct",466.00017049748
"K",36,"English","wasp","animal",4.682131,4,"correct",446.000021399052
"K",41,"English","avocado","plant",3.433987,7,"correct",447.999895878099
"K",45,"English","radish","plant",3.044522,6,"correct",433.000117774938
"K",48,"English","stork","animal",3.044522,5,"correct",500.999949356485
"K",50,"English","dolphin","animal",4.007333,7,"correct",404.000049303698
"K",51,"English","fox","animal",5.652489,3,"incorrect",434.999986476423
"K",53,"English","grape","plant",5.192957,5,"correct",495.000117528512
"K",54,"English","spider","animal",4.844187,6,"correct",433.000117774938
"K",58,"English","lettuce","plant",4.812184,7,"correct",507.999772630182
"K",63,"English","cucumber","plant",4.454347,8,"correct",573.999772512614
"K",64,"English","bat","animal",5.918894,3,"correct",542.999826275901
"K",74,"English","goose","animal",5.267858,5,NA,NA
"K",76,"English","leek","plant",3.332205,4,"correct",554.999936870732
"K",78,"English","clove","plant",3.663562,5,"correct",464.999811401918
"K",79,"English","elephant","animal",6.063785,8,"correct",458.99990358222
"K",80,"English","woodpecker","animal",2.890372,10,"correct",549.999846975437
"K",82,"English","pear","plant",4.727388,4,NA,NA
"K",83,"English","lemon","plant",5.631212,5,"incorrect",347.999833038523
"K",84,"English","squirrel","animal",4.70953,8,"correct",460.999980178545
"K",86,"English","gherkin","plant",2.079442,7,"correct",488.999760646846
"K",87,"English","olive","plant",5.587249,5,"correct",424.999928207129
"K",92,"English","monkey","animal",5.783825,6,"correct",470.000143489093
"K",95,"English","cat","animal",7.086738,3,"correct",450.999846884318
"K",98,"English","goat","animal",6.228511,4,"correct",472.000006803618
"K",99,"English","potato","plant",6.461468,6,"incorrect",363.000060161864
"K",100,"English","camel","animal",6.109248,5,"correct",470.000143489093
"K",101,"English","apricot","plant",3.828641,7,"correct",454.999809377357
"K",106,"English","swan","animal",4.962845,4,"correct",478.000127869101
"K",108,"English","bunny","animal",3.332205,5,"correct",419.000033552626
"K",111,"English","peanut","plant",4.59512,6,"correct",558.999735506362
"K",112,"English","pineapple","plant",3.988984,9,"correct",496.999987029976
"K",113,"English","magpie","animal",2.995732,6,"incorrect",504.99978321599
"K",114,"English","walnut","plant",4.49981,6,"incorrect",617.999717291212
"K",117,"English","paprika","plant",2.484907,7,"correct",573.999772512614
"K",119,"English","crocodile","animal",4.615121,9,"correct",484.000045149152
"K",120,"English","apple","plant",6.304449,5,"correct",486.999940058783
"K",121,"English","carrot","plant",4.976734,6,"correct",821.999675263884
"K",123,"English","moose","animal",2.70805,5,"correct",490.999937252894
"K",124,"English","mouse","animal",5.805135,5,"incorrect",489.999808358748
"K",127,"English","reindeer","animal",4.043051,8,"correct",535.999913666057
"K",128,"English","eagle","animal",5.117994,5,"correct",462.999974958074
"K",129,"English","mushroom","plant",5.537334,8,"correct",486.999940058783
"K",130,"English","beaver","animal",3.951244,6,"correct",720.999901017558
"K",131,"English","asparagus","plant",3.663562,9,"correct",545.000111908544
"K",134,"English","donkey","animal",5.541264,6,"correct",435.999893899834
"K",136,"English","frog","animal",5.129899,4,"correct",561.00005300177
"K",137,"English","horse","animal",7.77191,5,"correct",436.999914743235
"K",140,"English","shark","animal",5.880533,5,"correct",476.000069385849
"K",142,"English","strawberry","plant",4.75359,10,"correct",637.00021940057
"K",144,"English","cherry","plant",4.997212,6,"correct",487.999801943704
"K",147,"English","bee","animal",5.700444,3,"correct",574.999976541524
"K",150,"English","squid","animal",3.970292,5,"correct",576.999846224847
"K",151,"English","beetroot","plant",3.555348,8,"correct",685.000110790384
"K",152,"English","melon","plant",4.127134,5,"correct",558.000020991229
"K",153,"English","almond","plant",4.204693,6,"correct",551.999974455044
"K",154,"English","kiwi","plant",3.044522,4,"correct",513.000079427401
"K",155,"English","tomato","plant",5.545177,6,"correct",398.999833660979
"K",156,"English","pig","animal",6.660575,3,"correct",416.99990750991
"K",157,"English","mole","animal",4.60517,4,"correct",384.999871299224
"K",158,"English","whale","animal",5.298317,5,"correct",419.000033552626
"K",159,"English","broccoli","plant",2.833213,8,"correct",470.000143489093
"K",160,"English","snake","animal",6.120297,5,"correct",444.000194280135
"K",162,"English","banana","plant",5.023881,6,"correct",435.999893899834
"K",164,"English","eggplant","plant",1.791759,8,"correct",435.999893899834
"K",165,"English","butterfly","animal",5.214936,9,"correct",409.99993452368
"K",167,"English","blueberry","plant",2.484907,9,"correct",481.999945027614
"K",168,"English","hedgehog","animal",3.637586,8,"correct",661.000105858044
"K",173,"English","gull","animal",4.418841,4,"correct",539.0002312801
"K",178,"English","dog","animal",7.667626,3,"correct",656.000138452692
"K",182,"English","mustard","plant",4.442651,7,"correct",456.000086861448
"K",183,"English","ant","animal",5.347108,3,"correct",442.000052121661
"K",185,"English","tortoise","animal",4.624973,8,"correct",601.000039344342
"M1",25,"English","pear","plant",4.727388,4,"correct",429.000034779882
"M1",27,"English","beaver","animal",3.951244,6,"correct",449.000050403731
"M1",31,"English","almond","plant",4.204693,6,"correct",556.999866360519
"M1",32,"English","squid","animal",3.970292,5,"correct",576.999846224847
"M1",33,"English","eagle","animal",5.117994,5,"correct",454.999809377357
"M1",34,"English","camel","animal",6.109248,5,NA,NA
"M1",35,"English","magpie","animal",2.995732,6,"correct",429.999910264338
"M1",37,"English","reindeer","animal",4.043051,8,"correct",527.000237918756
"M1",39,"English","tomato","plant",5.545177,6,"correct",462.999974958074
"M1",40,"English","shark","animal",5.880533,5,"correct",492.999914196961
"M1",42,"English","olive","plant",5.587249,5,"correct",499.999950788907
"M1",45,"English","gull","animal",4.418841,4,"correct",596.999932304621
"M1",47,"English","monkey","animal",5.783825,6,"correct",444.000194280135
"M1",48,"English","mouse","animal",5.805135,5,"correct",475.000093083554
"M1",55,"English","hedgehog","animal",3.637586,8,"correct",538.000236633012
"M1",59,"English","horse","animal",7.77191,5,"correct",469.000108598708
"M1",60,"English","snake","animal",6.120297,5,"correct",457.999915675711
"M1",62,"English","lion","animal",6.098074,4,"correct",447.000181207772
"M1",63,"English","cherry","plant",4.997212,6,"correct",467.999861510562
"M1",65,"English","swan","animal",4.962845,4,"correct",430.999961165286
"M1",66,"English","goose","animal",5.267858,5,"correct",469.000108598708
"M1",68,"English","mole","animal",4.60517,4,"correct",420.000121263504
"M1",70,"English","frog","animal",5.129899,4,"correct",434.999986476423
"M1",71,"English","apple","plant",6.304449,5,"correct",451.999918715839
"M1",72,"English","crocodile","animal",4.615121,9,"incorrect",466.00017049748
"M1",73,"English","elephant","animal",6.063785,8,"correct",539.999924638512
"M1",75,"English","bat","animal",5.918894,3,"correct",490.999937252894
"M1",79,"English","chicken","animal",6.59987,7,"correct",576.0001954392
"M1",83,"English","mushroom","plant",5.537334,8,"correct",472.000006803618
"M1",85,"English","gherkin","plant",2.079442,7,"incorrect",407.999928843108
"M1",86,"English","tortoise","animal",4.624973,8,"correct",596.000198429084
"M1",88,"English","lettuce","plant",4.812184,7,"correct",479.999950127073
"M1",90,"English","donkey","animal",5.541264,6,"correct",462.999974958074
"M1",93,"English","kiwi","plant",3.044522,4,"correct",417.999819204691
"M1",96,"English","carrot","plant",4.976734,6,"correct",430.999961165286
"M1",101,"English","stork","animal",3.044522,5,"correct",570.999880286431
"M1",107,"English","potato","plant",6.461468,6,"correct",457.999915675711
"M1",109,"English","spider","animal",4.844187,6,"correct",515.000051158178
"M1",110,"English","orange","plant",6.378426,6,"correct",467.999861510562
"M1",112,"English","leek","plant",3.332205,4,"correct",524.999862139415
"M1",115,"English","pineapple","plant",3.988984,9,"correct",456.000086861448
"M1",116,"English","apricot","plant",3.828641,7,"correct",419.000033552626
"M1",119,"English","mustard","plant",4.442651,7,"correct",484.000045149152
"M1",120,"English","walnut","plant",4.49981,6,"correct",549.999846975437
"M1",121,"English","blueberry","plant",2.484907,9,"correct",515.000051158178
"M1",125,"English","cucumber","plant",4.454347,8,"correct",453.999910089237
"M1",126,"English","blackberry","plant",4.060443,10,"correct",480.999870079147
"M1",127,"English","asparagus","plant",3.663562,9,"correct",485.000052895323
"M1",129,"English","broccoli","plant",2.833213,8,"correct",462.000050320239
"M1",130,"English","cat","animal",7.086738,3,"correct",430.999961165286
"M1",133,"English","radish","plant",3.044522,6,"correct",425.999852489274
"M1",135,"English","banana","plant",5.023881,6,"correct",1158.00039588212
"M1",136,"English","butterfly","animal",5.214936,9,"correct",515.000051158178
"M1",137,"English","beetroot","plant",3.555348,8,NA,NA
"M1",138,"English","squirrel","animal",4.70953,8,"correct",451.999918715839
"M1",140,"English","goat","animal",6.228511,4,"correct",464.000207767064
"M1",143,"English","lemon","plant",5.631212,5,"correct",464.000207767064
"M1",144,"English","woodpecker","animal",2.890372,10,"correct",534.000085995263
"M1",145,"English","owl","animal",4.859812,3,"correct",441.000054927944
"M1",146,"English","sheep","animal",6.577861,5,"correct",435.999893899834
"M1",147,"English","fox","animal",5.652489,3,"correct",416.99990750991
"M1",148,"English","peanut","plant",4.59512,6,"correct",379.999903966248
"M1",149,"English","vulture","animal",4.248495,7,NA,NA
"M1",151,"English","bunny","animal",3.332205,5,"correct",426.999994351377
"M1",156,"English","clove","plant",3.663562,5,"correct",549.999846975437
"M1",158,"English","eggplant","plant",1.791759,8,"incorrect",438.999818660037
"M1",165,"English","pig","animal",6.660575,3,"correct",479.999950127073
"M1",168,"English","moose","animal",2.70805,5,"correct",472.000006803618
"M1",169,"English","whale","animal",5.298317,5,"correct",480.999870079147
"M1",170,"English","bee","animal",5.700444,3,"correct",433.000117774938
"M1",171,"English","ant","animal",5.347108,3,"correct",426.999994351377
"M1",173,"English","paprika","plant",2.484907,7,"correct",540.999849144075
"M1",174,"English","avocado","plant",3.433987,7,"correct",456.000086861448
"M1",175,"English","dog","animal",7.667626,3,"correct",403.000176535525
"M1",178,"English","grape","plant",5.192957,5,"correct",459.99977483781
"M1",179,"English","strawberry","plant",4.75359,10,"correct",470.999955718269
"M1",180,"English","dolphin","animal",4.007333,7,"correct",473.999847516558
"M1",183,"English","melon","plant",4.127134,5,"correct",546.000013243282
"M1",184,"English","wasp","animal",4.682131,4,"correct",561.00005300177
"M2",23,"Other","paprika","plant",2.484907,7,"incorrect",941.999741349101
"M2",25,"Other","mustard","plant",4.442651,7,"correct",717.000114290081
"M2",26,"Other","potato","plant",6.461468,6,"correct",668.999959774217
"M2",29,"Other","grape","plant",5.192957,5,"correct",628.999838535443
"M2",30,"Other","donkey","animal",5.541264,6,"correct",628.999838535443
"M2",31,"Other","kiwi","plant",3.044522,4,"correct",581.000141269057
"M2",38,"Other","crocodile","animal",4.615121,9,"correct",923.999933803086
"M2",39,"Other","eggplant","plant",1.791759,8,"correct",835.000229749568
"M2",44,"Other","clove","plant",3.663562,5,NA,NA
"M2",45,"Other","bat","animal",5.918894,3,"correct",733.999978996946
"M2",47,"Other","chicken","animal",6.59987,7,"correct",594.999758700399
"M2",48,"Other","cucumber","plant",4.454347,8,"correct",649.000183859072
"M2",49,"Other","owl","animal",4.859812,3,"correct",619.999703615806
"M2",50,"Other","lettuce","plant",4.812184,7,"correct",534.000085995263
"M2",51,"Other","sheep","animal",6.577861,5,"correct",578.999723485302
"M2",54,"Other","radish","plant",3.044522,6,"correct",881.999950602012
"M2",55,"Other","wasp","animal",4.682131,4,"correct",1118.00038714665
"M2",57,"Other","avocado","plant",3.433987,7,"correct",810.999956112401
"M2",58,"Other","frog","animal",5.129899,4,"correct",535.999913666057
"M2",59,"Other","moose","animal",2.70805,5,"correct",738.000129444863
"M2",62,"Other","tomato","plant",5.545177,6,"correct",625.999767691382
"M2",64,"Other","reindeer","animal",4.043051,8,"correct",1099.00005011042
"M2",66,"Other","elephant","animal",6.063785,8,"correct",869.999815865712
"M2",70,"Other","fox","animal",5.652489,3,"correct",635.000000703141
"M2",71,"Other","spider","animal",4.844187,6,"correct",649.999764121749
"M2",73,"Other","mouse","animal",5.805135,5,"correct",535.000135410654
"M2",75,"Other","broccoli","plant",2.833213,8,"correct",691.000121776551
"M2",76,"Other","pig","animal",6.660575,3,"correct",513.999863556063
"M2",77,"Other","carrot","plant",4.976734,6,"correct",534.000085995263
"M2",78,"Other","blueberry","plant",2.484907,9,"correct",672.999778149135
"M2",80,"Other","olive","plant",5.587249,5,"correct",549.999846975437
"M2",84,"Other","walnut","plant",4.49981,6,"correct",791.999689683035
"M2",88,"Other","dog","animal",7.667626,3,"correct",590.000273229202
"M2",89,"Other","pear","plant",4.727388,4,"correct",551.999974455044
"M2",90,"Other","eagle","animal",5.117994,5,"correct",522.000215125307
"M2",94,"Other","tortoise","animal",4.624973,8,"incorrect",821.999675263884
"M2",95,"Other","bee","animal",5.700444,3,"correct",565.000151902281
"M2",103,"Other","lemon","plant",5.631212,5,"correct",694.000027408278
"M2",105,"Other","leek","plant",3.332205,4,"correct",1709.00054155554
"M2",106,"Other","hedgehog","animal",3.637586,8,"correct",1641.99952379975
"M2",107,"Other","asparagus","plant",3.663562,9,"correct",797.00025600424
"M2",111,"Other","squirrel","animal",4.70953,8,"correct",1502.00025184925
"M2",113,"Other","whale","animal",5.298317,5,"correct",772.000347380951
"M2",114,"Other","almond","plant",4.204693,6,"correct",958.000212703939
"M2",115,"Other","beetroot","plant",3.555348,8,"correct",871.00002016147
"M2",117,"Other","ant","animal",5.347108,3,"correct",529.999996530531
"M2",119,"Other","swan","animal",4.962845,4,"correct",646.999809457945
"M2",120,"Other","orange","plant",6.378426,6,NA,NA
"M2",122,"Other","snake","animal",6.120297,5,"correct",543.999865710384
"M2",123,"Other","shark","animal",5.880533,5,"correct",628.999838535443
"M2",126,"Other","camel","animal",6.109248,5,"correct",542.999826275901
"M2",127,"Other","cherry","plant",4.997212,6,"correct",501.999939914756
"M2",128,"Other","monkey","animal",5.783825,6,"correct",522.000215125307
"M2",129,"Other","goose","animal",5.267858,5,"correct",443.000101870017
"M2",130,"Other","melon","plant",4.127134,5,"correct",566.999827786391
"M2",131,"Other","stork","animal",3.044522,5,"correct",701.999716373938
"M2",132,"Other","gull","animal",4.418841,4,"incorrect",956.000083122864
"M2",136,"Other","gherkin","plant",2.079442,7,"incorrect",701.999716373938
"M2",140,"Other","horse","animal",7.77191,5,"correct",614.999835299014
"M2",154,"Other","banana","plant",5.023881,6,"correct",492.999914196961
"M2",155,"Other","butterfly","animal",5.214936,9,"correct",590.000273229202
"M2",157,"Other","bunny","animal",3.332205,5,"correct",795.999852067885
"M2",158,"Other","apple","plant",6.304449,5,"correct",596.000198429084
"M2",159,"Other","strawberry","plant",4.75359,10,"correct",630.000113787096
"M2",160,"Other","blackberry","plant",4.060443,10,"correct",611.000024946156
"M2",161,"Other","mushroom","plant",5.537334,8,"correct",556.999866360519
"M2",162,"Other","goat","animal",6.228511,4,"correct",678.999913387651
"M2",164,"Other","squid","animal",3.970292,5,"correct",600.000206870348
"M2",166,"Other","beaver","animal",3.951244,6,"correct",594.999758700399
"M2",168,"Other","cat","animal",7.086738,3,"correct",532.999773919653
"M2",170,"Other","mole","animal",4.60517,4,"correct",540.999849144075
"M2",172,"Other","apricot","plant",3.828641,7,"correct",707.99993366485
"M2",173,"Other","dolphin","animal",4.007333,7,"correct",710.000021274894
"M2",174,"Other","magpie","animal",2.995732,6,"correct",1227.9998665077
"M2",179,"Other","vulture","animal",4.248495,7,"correct",1180.00033339759
"M2",181,"Other","peanut","plant",4.59512,6,"correct",620.999949119312
"M2",182,"Other","woodpecker","animal",2.890372,10,"correct",936.999735542636
"M2",183,"Other","pineapple","plant",3.988984,9,"correct",536.999949248742
"M2",185,"Other","lion","animal",6.098074,4,"correct",634.000028886799
"P",23,"Other","moose","animal",2.70805,5,"incorrect",1102.99997876339
"P",25,"Other","pineapple","plant",3.988984,9,"correct",603.999880447383
"P",28,"Other","fox","animal",5.652489,3,"correct",643.000177315235
"P",29,"Other","gull","animal",4.418841,4,"correct",627.99989545798
"P",31,"Other","whale","animal",5.298317,5,"correct",601.000039344342
"P",32,"Other","snake","animal",6.120297,5,"correct",495.000117528512
"P",33,"Other","crocodile","animal",4.615121,9,"correct",563.000209357393
"P",40,"Other","squirrel","animal",4.70953,8,"correct",778.999964266688
"P",43,"Other","mustard","plant",4.442651,7,"correct",590.000273229202
"P",47,"Other","eagle","animal",5.117994,5,"correct",563.999858155113
"P",48,"Other","elephant","animal",6.063785,8,"correct",546.000013243282
"P",49,"Other","apple","plant",6.304449,5,"correct",470.000143489093
"P",50,"Other","cat","animal",7.086738,3,"correct",522.999757294102
"P",51,"Other","almond","plant",4.204693,6,"correct",517.999874509603
"P",54,"Other","lion","animal",6.098074,4,"correct",532.999773919653
"P",58,"Other","cherry","plant",4.997212,6,"correct",686.999799243275
"P",59,"Other","goat","animal",6.228511,4,"correct",504.99978321599
"P",60,"Other","hedgehog","animal",3.637586,8,"correct",894.000200994901
"P",61,"Other","sheep","animal",6.577861,5,"correct",501.999939914756
"P",65,"Other","beetroot","plant",3.555348,8,"correct",643.000177315235
"P",66,"Other","kiwi","plant",3.044522,4,"correct",560.000121111664
"P",68,"Other","vulture","animal",4.248495,7,"correct",861.00042668783
"P",71,"Other","pig","animal",6.660575,3,"correct",594.999758700399
"P",73,"Other","clove","plant",3.663562,5,"correct",644.00017638882
"P",74,"Other","avocado","plant",3.433987,7,"correct",608.999836964695
"P",75,"Other","blackberry","plant",4.060443,10,"correct",570.999880286431
"P",79,"Other","horse","animal",7.77191,5,"correct",584.000010028315
"P",82,"Other","pear","plant",4.727388,4,"correct",752.9998284667
"P",83,"Other","owl","animal",4.859812,3,"correct",623.999770137519
"P",84,"Other","mole","animal",4.60517,4,"correct",494.000238509224
"P",85,"Other","goose","animal",5.267858,5,"correct",547.000108075187
"P",87,"Other","donkey","animal",5.541264,6,"correct",616.000022463352
"P",88,"Other","bunny","animal",3.332205,5,"correct",864.000199753319
"P",89,"Other","gherkin","plant",2.079442,7,"correct",960.99960697963
"P",90,"Other","spider","animal",4.844187,6,"correct",660.000108886498
"P",93,"Other","tortoise","animal",4.624973,8,"correct",699.999765469656
"P",97,"Other","shark","animal",5.880533,5,"correct",628.999838535443
"P",98,"Other","melon","plant",4.127134,5,"correct",535.000135410654
"P",99,"Other","broccoli","plant",2.833213,8,"correct",631.000086736501
"P",101,"Other","carrot","plant",4.976734,6,"correct",573.999772512614
"P",102,"Other","leek","plant",3.332205,4,"correct",767.00015235133
"P",105,"Other","magpie","animal",2.995732,6,"correct",1194.99944508322
"P",108,"Other","mushroom","plant",5.537334,8,"correct",625.000218914787
"P",109,"Other","orange","plant",6.378426,6,"correct",522.999757294102
"P",110,"Other","swan","animal",4.962845,4,"correct",558.999735506362
"P",111,"Other","apricot","plant",3.828641,7,"correct",528.999771547009
"P",112,"Other","paprika","plant",2.484907,7,"correct",558.999735506362
"P",114,"Other","reindeer","animal",4.043051,8,"correct",875.000099437093
"P",115,"Other","ant","animal",5.347108,3,"correct",532.999773919653
"P",117,"Other","strawberry","plant",4.75359,10,"correct",531.999739670309
"P",121,"Other","dog","animal",7.667626,3,"correct",554.000173542032
"P",123,"Other","frog","animal",5.129899,4,"correct",536.999949248742
"P",128,"Other","olive","plant",5.587249,5,"correct",673.999925245109
"P",129,"Other","wasp","animal",4.682131,4,"correct",578.000075907371
"P",131,"Other","butterfly","animal",5.214936,9,"correct",663.999900747655
"P",132,"Other","lettuce","plant",4.812184,7,"correct",542.999826275901
"P",134,"Other","potato","plant",6.461468,6,"correct",479.00019284021
"P",135,"Other","peanut","plant",4.59512,6,"correct",481.999945027614
"P",137,"Other","banana","plant",5.023881,6,"correct",541.999999219712
"P",138,"Other","bee","animal",5.700444,3,"correct",618.999831208258
"P",141,"Other","blueberry","plant",2.484907,9,"correct",707.99993366485
"P",142,"Other","tomato","plant",5.545177,6,"correct",560.000121111664
"P",146,"Other","walnut","plant",4.49981,6,"correct",920.000303560411
"P",147,"Other","lemon","plant",5.631212,5,"correct",581.000141269057
"P",149,"Other","stork","animal",3.044522,5,"correct",1029.99991633961
"P",153,"Other","mouse","animal",5.805135,5,"correct",670.00019270207
"P",156,"Other","asparagus","plant",3.663562,9,"correct",741.000277655652
"P",160,"Other","beaver","animal",3.951244,6,"correct",653.999770147033
"P",161,"Other","chicken","animal",6.59987,7,"correct",565.999955737
"P",162,"Other","bat","animal",5.918894,3,"correct",554.999936870732
"P",164,"Other","eggplant","plant",1.791759,8,"correct",581.000141269057
"P",165,"Other","squid","animal",3.970292,5,"correct",639.999887133631
"P",167,"Other","monkey","animal",5.783825,6,"correct",554.000173542032
"P",168,"Other","dolphin","animal",4.007333,7,"correct",634.000028886799
"P",170,"Other","woodpecker","animal",2.890372,10,"correct",686.999799243275
"P",171,"Other","cucumber","plant",4.454347,8,"correct",670.999908092008
"P",173,"Other","radish","plant",3.044522,6,"correct",513.000079427401
"P",175,"Other","grape","plant",5.192957,5,"correct",470.999955718269
"P",178,"Other","camel","animal",6.109248,5,"correct",496.999987029976
"R1",25,"English","bee","animal",5.700444,3,"correct",489.999808358748
"R1",30,"English","ant","animal",5.347108,3,"correct",483.000167285837
"R1",31,"English","paprika","plant",2.484907,7,"correct",606.000008441996
"R1",32,"English","monkey","animal",5.783825,6,"correct",531.999739670309
"R1",33,"English","goose","animal",5.267858,5,"correct",475.000093083554
"R1",40,"English","avocado","plant",3.433987,7,"correct",565.000151902281
"R1",43,"English","camel","animal",6.109248,5,"correct",522.000215125307
"R1",44,"English","bunny","animal",3.332205,5,"correct",492.000139485804
"R1",45,"English","spider","animal",4.844187,6,"correct",460.999980178545
"R1",46,"English","fox","animal",5.652489,3,"correct",483.000167285837
"R1",47,"English","blackberry","plant",4.060443,10,"correct",473.999847516558
"R1",48,"English","almond","plant",4.204693,6,"correct",395.999916343235
"R1",49,"English","crocodile","animal",4.615121,9,"correct",481.999945027614
"R1",51,"English","owl","animal",4.859812,3,"correct",510.00013988365
"R1",55,"English","swan","animal",4.962845,4,"correct",596.000198429084
"R1",56,"English","carrot","plant",4.976734,6,"correct",530.999988720531
"R1",58,"English","goat","animal",6.228511,4,"incorrect",492.000139485804
"R1",63,"English","mustard","plant",4.442651,7,"correct",494.000238509224
"R1",68,"English","banana","plant",5.023881,6,"correct",510.00013988365
"R1",70,"English","apricot","plant",3.828641,7,"correct",531.999739670309
"R1",71,"English","hedgehog","animal",3.637586,8,"incorrect",452.999943156189
"R1",72,"English","clove","plant",3.663562,5,"correct",551.999974455044
"R1",76,"English","asparagus","plant",3.663562,9,"correct",535.000135410654
"R1",77,"English","beaver","animal",3.951244,6,"correct",772.999962441924
"R1",80,"English","reindeer","animal",4.043051,8,"correct",563.000209357393
"R1",84,"English","lion","animal",6.098074,4,"correct",596.999932304621
"R1",85,"English","chicken","animal",6.59987,7,"correct",466.00017049748
"R1",88,"English","gherkin","plant",2.079442,7,"correct",515.000051158178
"R1",89,"English","pineapple","plant",3.988984,9,"correct",498.999952219994
"R1",93,"English","magpie","animal",2.995732,6,"correct",675.000208661075
"R1",97,"English","gull","animal",4.418841,4,"incorrect",666.99996937428
"R1",100,"English","cucumber","plant",4.454347,8,"correct",539.0002312801
"R1",101,"English","squirrel","animal",4.70953,8,"correct",607.000126826898
"R1",102,"English","cherry","plant",4.997212,6,"correct",540.999849144075
"R1",106,"English","leek","plant",3.332205,4,"correct",534.000085995263
