"","subj_id","list_id","item_id","A","B","Y"
"607",16,1,7,"A1","B1",250.128158418018
"608",16,1,8,"A1","B1",222.174651591372
"609",16,1,9,"A1","B1",255.003744787907
"610",16,1,10,"A1","B1",221.247010625513
"611",16,1,11,"A1","B2",254.875925128596
"612",16,1,12,"A1","B2",277.089858496819
"613",16,1,13,"A1","B2",238.550489598578
"614",16,1,14,"A1","B2",228.647538436805
"615",16,1,15,"A1","B2",240.189017604269
"616",16,1,16,"A1","B2",234.466841630041
"617",16,1,17,"A1","B2",246.401811706611
"618",16,1,18,"A1","B2",222.528030277186
"619",16,1,19,"A1","B2",238.041109533605
"620",16,1,20,"A1","B2",281.237176732684
"621",16,1,21,"A2","B1",214.764238095517
"622",16,1,22,"A2","B1",285.387634178103
"623",16,1,23,"A2","B1",237.909942561219
"624",16,1,24,"A2","B1",207.911948599399
"625",16,1,25,"A2","B1",223.826446554715
"626",16,1,26,"A2","B1",242.756154622669
"627",16,1,27,"A2","B1",255.629017570871
"628",16,1,28,"A2","B1",255.787213696441
"629",16,1,29,"A2","B1",208.160970164362
"630",16,1,30,"A2","B1",230.710453420242
"631",16,1,31,"A2","B2",239.541666082734
"632",16,1,32,"A2","B2",198.013516092442
"633",16,1,33,"A2","B2",314.051135368993
"634",16,1,34,"A2","B2",235.531032177669
"635",16,1,35,"A2","B2",248.960561783745
"636",16,1,36,"A2","B2",256.196012840188
"637",16,1,37,"A2","B2",245.486737322528
"638",16,1,38,"A2","B2",251.617850313879
"639",16,1,39,"A2","B2",251.565137149948
"640",16,1,40,"A2","B2",231.91224741092
"641",17,4,1,"A2","B2",237.794013494441
"642",17,4,2,"A2","B2",251.642941307304
"643",17,4,3,"A2","B2",318.785903208163
"644",17,4,4,"A2","B2",254.879382824585
"645",17,4,5,"A2","B2",233.550730399372
"646",17,4,6,"A2","B2",239.402902392731
"647",17,4,7,"A2","B2",238.69546744355
"648",17,4,8,"A2","B2",252.590002369756
"649",17,4,9,"A2","B2",221.304871138047
"650",17,4,10,"A2","B2",278.598923023354
"651",17,4,11,"A1","B1",222.618401680689
"652",17,4,12,"A1","B1",277.71491913041
"653",17,4,13,"A1","B1",243.295907056903
"654",17,4,14,"A1","B1",259.636969715216
"655",17,4,15,"A1","B1",234.909805283569
"656",17,4,16,"A1","B1",256.614084805931
"657",17,4,17,"A1","B1",269.88749984968
"658",17,4,18,"A1","B1",242.009213185757
"659",17,4,19,"A1","B1",294.857054862879
"660",17,4,20,"A1","B1",235.851100147806
"661",17,4,21,"A1","B2",273.595218640033
"662",17,4,22,"A1","B2",220.510607785309
"663",17,4,23,"A1","B2",228.346089695783
"664",17,4,24,"A1","B2",247.504195450578
"665",17,4,25,"A1","B2",229.644880918367
"666",17,4,26,"A1","B2",250.514836356467
"667",17,4,27,"A1","B2",218.203465301061
"668",17,4,28,"A1","B2",225.085624123184
"669",17,4,29,"A1","B2",230.978978229404
"670",17,4,30,"A1","B2",276.955838269524
"671",17,4,31,"A2","B1",230.216526524088
"672",17,4,32,"A2","B1",226.033675100635
"673",17,4,33,"A2","B1",235.669810896217
"674",17,4,34,"A2","B1",230.778954182767
"675",17,4,35,"A2","B1",244.689455433365
"676",17,4,36,"A2","B1",255.286150638879
"677",17,4,37,"A2","B1",249.725451227254
"678",17,4,38,"A2","B1",244.717312259929
"679",17,4,39,"A2","B1",259.22235888374
"680",17,4,40,"A2","B1",212.173680006927
"681",18,2,1,"A1","B2",229.366658672392
"682",18,2,2,"A1","B2",222.309937002898
"683",18,2,3,"A1","B2",267.710863862622
"684",18,2,4,"A1","B2",215.927855997293
"685",18,2,5,"A1","B2",254.884901082815
"686",18,2,6,"A1","B2",236.768034615828
"687",18,2,7,"A1","B2",242.987869424127
"688",18,2,8,"A1","B2",245.414592477686
"689",18,2,9,"A1","B2",271.095572271396
"690",18,2,10,"A1","B2",242.510007738264
"691",18,2,11,"A2","B1",231.289812235509
"692",18,2,12,"A2","B1",248.837365404581
"693",18,2,13,"A2","B1",234.259910824694
"694",18,2,14,"A2","B1",233.018227552769
"695",18,2,15,"A2","B1",295.233279014928
"696",18,2,16,"A2","B1",251.311155901823
"697",18,2,17,"A2","B1",247.825765790463
"698",18,2,18,"A2","B1",234.317294959367
"699",18,2,19,"A2","B1",332.751542334894
"700",18,2,20,"A2","B1",250.025201316026
"701",18,2,21,"A2","B2",224.146082102834
"702",18,2,22,"A2","B2",241.165817649141
"703",18,2,23,"A2","B2",277.237325795567
"704",18,2,24,"A2","B2",231.42462366117
"705",18,2,25,"A2","B2",220.861555884458
"706",18,2,26,"A2","B2",259.789651633205
"707",18,2,27,"A2","B2",248.517533182614
"708",18,2,28,"A2","B2",257.838595473848
"709",18,2,29,"A2","B2",273.106296083551
"710",18,2,30,"A2","B2",249.886622548194
"711",18,2,31,"A1","B1",260.145573631538
"712",18,2,32,"A1","B1",230.597177635706
"713",18,2,33,"A1","B1",227.667692353867
"714",18,2,34,"A1","B1",261.916474758643
"715",18,2,35,"A1","B1",261.820053172666
"716",18,2,36,"A1","B1",251.821604615215
"717",18,2,37,"A1","B1",288.99897620143
"718",18,2,38,"A1","B1",221.251757017212
"719",18,2,39,"A1","B1",256.257439531458
"720",18,2,40,"A1","B1",253.942518452969
"721",19,4,1,"A2","B2",259.880755057456
"722",19,4,2,"A2","B2",290.982183478493
"723",19,4,3,"A2","B2",319.990051572662
"724",19,4,4,"A2","B2",259.175818428303
"725",19,4,5,"A2","B2",282.990803785052
"726",19,4,6,"A2","B2",234.461463886197
"727",19,4,7,"A2","B2",248.983851306231
"728",19,4,8,"A2","B2",300.019203952455
"729",19,4,9,"A2","B2",261.440819694585
"730",19,4,10,"A2","B2",276.818664036109
"731",19,4,11,"A1","B1",252.507597950936
"732",19,4,12,"A1","B1",302.781546929347
"733",19,4,13,"A1","B1",300.906188561
"734",19,4,14,"A1","B1",284.617217583185
"735",19,4,15,"A1","B1",312.086849004387
"736",19,4,16,"A1","B1",246.665884193775
"737",19,4,17,"A1","B1",298.495844325835
"738",19,4,18,"A1","B1",264.315686356219
"739",19,4,19,"A1","B1",304.886772055751
"740",19,4,20,"A1","B1",267.873244696033
"741",19,4,21,"A1","B2",238.335907157289
"742",19,4,22,"A1","B2",204.613433624083
"743",19,4,23,"A1","B2",256.404662249942
"744",19,4,24,"A1","B2",225.041641940556
"745",19,4,25,"A1","B2",216.710612436173
"746",19,4,26,"A1","B2",225.086284382559
"747",19,4,27,"A1","B2",237.366547136313
"748",19,4,28,"A1","B2",239.732906280908
"749",19,4,29,"A1","B2",235.015155416526
"750",19,4,30,"A1","B2",208.426860057115
"751",19,4,31,"A2","B1",320.944256120957
"752",19,4,32,"A2","B1",242.459188442581
"753",19,4,33,"A2","B1",282.764891466697
"754",19,4,34,"A2","B1",323.884229654158
"755",19,4,35,"A2","B1",318.801826156887
"756",19,4,36,"A2","B1",290.611147483287
"757",19,4,37,"A2","B1",319.619107397039
"758",19,4,38,"A2","B1",315.74995275456
"759",19,4,39,"A2","B1",304.919610591293
"760",19,4,40,"A2","B1",291.284371350448
"761",20,2,1,"A1","B2",279.399758833206
"762",20,2,2,"A1","B2",258.385678654811
"763",20,2,3,"A1","B2",229.937997020836
"764",20,2,4,"A1","B2",223.842008744808
"765",20,2,5,"A1","B2",258.38301687911
"766",20,2,6,"A1","B2",266.273784134225
"767",20,2,7,"A1","B2",228.694243956051
"768",20,2,8,"A1","B2",260.625686211324
"769",20,2,9,"A1","B2",265.178139602614
"770",20,2,10,"A1","B2",238.364521375816
"771",20,2,11,"A2","B1",234.3052621949
"772",20,2,12,"A2","B1",252.66163977994
"773",20,2,13,"A2","B1",246.055526154681
"774",20,2,14,"A2","B1",245.474358097544
"775",20,2,15,"A2","B1",263.828185114125
"776",20,2,16,"A2","B1",215.932443329347
"777",20,2,17,"A2","B1",262.808582792848
"778",20,2,18,"A2","B1",233.651975320088
"779",20,2,19,"A2","B1",290.470436948769
"780",20,2,20,"A2","B1",235.021766940178
"781",20,2,21,"A2","B2",197.670537599646
"782",20,2,22,"A2","B2",306.736753372515
"783",20,2,23,"A2","B2",226.752693279811
"784",20,2,24,"A2","B2",257.907650065638
"785",20,2,25,"A2","B2",242.425123201036
"786",20,2,26,"A2","B2",264.633399550218
"787",20,2,27,"A2","B2",273.4053833925
"788",20,2,28,"A2","B2",248.114713153911
"789",20,2,29,"A2","B2",268.794821988768
"790",20,2,30,"A2","B2",262.669521385209
"791",20,2,31,"A1","B1",235.304240944916
"792",20,2,32,"A1","B1",203.222877722385
"793",20,2,33,"A1","B1",214.186466100776
"794",20,2,34,"A1","B1",222.91620608223
"795",20,2,35,"A1","B1",221.391821058856
"796",20,2,36,"A1","B1",222.719876929467
"797",20,2,37,"A1","B1",250.763618901963
"798",20,2,38,"A1","B1",228.022835924276
"799",20,2,39,"A1","B1",251.498707812653
"800",20,2,40,"A1","B1",249.241183792491
"801",21,1,1,"A1","B1",227.125689265098
"802",21,1,2,"A1","B1",252.342239207346
"803",21,1,3,"A1","B1",252.732858215
"804",21,1,4,"A1","B1",189.259967270151
"805",21,1,5,"A1","B1",208.727132674608
"806",21,1,6,"A1","B1",216.896487455129
"807",21,1,7,"A1","B1",223.55071378347
"808",21,1,8,"A1","B1",193.816872723724
"809",21,1,9,"A1","B1",238.378918320832
"810",21,1,10,"A1","B1",225.143710256814
"811",21,1,11,"A1","B2",234.366364100488
"812",21,1,12,"A1","B2",252.518735187474
"813",21,1,13,"A1","B2",293.602593647324
"814",21,1,14,"A1","B2",226.38450596587
"815",21,1,15,"A1","B2",266.210974765047
"816",21,1,16,"A1","B2",265.450971212294
"817",21,1,17,"A1","B2",235.635751847639
"818",21,1,18,"A1","B2",259.765499378137
"819",21,1,19,"A1","B2",303.009606174491
"820",21,1,20,"A1","B2",262.757485527137
"821",21,1,21,"A2","B1",231.101140654287
"822",21,1,22,"A2","B1",251.366920610865
"823",21,1,23,"A2","B1",233.273082819065
"824",21,1,24,"A2","B1",169.300261149755
"825",21,1,25,"A2","B1",172.003978904842
"826",21,1,26,"A2","B1",182.765521687427
"827",21,1,27,"A2","B1",203.438190382845
"828",21,1,28,"A2","B1",183.72372515255
"829",21,1,29,"A2","B1",129.875062337917
"830",21,1,30,"A2","B1",190.488292451141
"831",21,1,31,"A2","B2",191.88926348534
"832",21,1,32,"A2","B2",188.936111670826
"833",21,1,33,"A2","B2",240.063061058979
"834",21,1,34,"A2","B2",200.005660775105
"835",21,1,35,"A2","B2",224.842220016613
"836",21,1,36,"A2","B2",221.418028951924
"837",21,1,37,"A2","B2",220.309812514061
"838",21,1,38,"A2","B2",207.917283834518
"839",21,1,39,"A2","B2",249.087324965764
"840",21,1,40,"A2","B2",169.255718365044
"841",22,2,1,"A1","B2",227.89001241107
"842",22,2,2,"A1","B2",255.234542637624
"843",22,2,3,"A1","B2",254.482238738852
"844",22,2,4,"A1","B2",218.281154875708
"845",22,2,5,"A1","B2",246.819426872122
"846",22,2,6,"A1","B2",255.148231652062
"847",22,2,7,"A1","B2",263.001250469491
"848",22,2,8,"A1","B2",242.120321972937
"849",22,2,9,"A1","B2",279.718088073038
"850",22,2,10,"A1","B2",229.009858242736
"851",22,2,11,"A2","B1",270.323812903866
"852",22,2,12,"A2","B1",315.591517515726
"853",22,2,13,"A2","B1",273.59896602275
"854",22,2,14,"A2","B1",260.021219565083
"855",22,2,15,"A2","B1",273.965625361577
"856",22,2,16,"A2","B1",302.419813244409
"857",22,2,17,"A2","B1",284.066233660549
"858",22,2,18,"A2","B1",247.496179994554
"859",22,2,19,"A2","B1",338.662475608628
"860",22,2,20,"A2","B1",265.439118552093
"861",22,2,21,"A2","B2",281.814162918921
"862",22,2,22,"A2","B2",307.889889823367
"863",22,2,23,"A2","B2",292.514888801085
"864",22,2,24,"A2","B2",318.702950476854
"865",22,2,25,"A2","B2",279.886477284339
"866",22,2,26,"A2","B2",300.466595650004
"867",22,2,27,"A2","B2",318.459654511399
"868",22,2,28,"A2","B2",269.213883106963
"869",22,2,29,"A2","B2",321.879572311345
"870",22,2,30,"A2","B2",278.139813919172
"871",22,2,31,"A1","B1",264.195206024214
"872",22,2,32,"A1","B1",240.870648835327
"873",22,2,33,"A1","B1",262.820327321185
"874",22,2,34,"A1","B1",290.462903899671
"875",22,2,35,"A1","B1",248.284771843527
"876",22,2,36,"A1","B1",278.147581592702
"877",22,2,37,"A1","B1",303.858859873547
"878",22,2,38,"A1","B1",263.8519161967
"879",22,2,39,"A1","B1",248.884308724439
"880",22,2,40,"A1","B1",246.973898476236
"881",23,3,1,"A2","B1",240.502308563005
"882",23,3,2,"A2","B1",201.409138989363
"883",23,3,3,"A2","B1",221.218500932616
"884",23,3,4,"A2","B1",203.168930164154
"885",23,3,5,"A2","B1",243.48651862349
"886",23,3,6,"A2","B1",201.992019431028
"887",23,3,7,"A2","B1",170.034952997891
"888",23,3,8,"A2","B1",251.882514798414
"889",23,3,9,"A2","B1",198.683201942626
"890",23,3,10,"A2","B1",254.168487979297
"891",23,3,11,"A2","B2",256.534681677026
"892",23,3,12,"A2","B2",229.374967557897
"893",23,3,13,"A2","B2",241.302184842115
"894",23,3,14,"A2","B2",254.763720956108
"895",23,3,15,"A2","B2",279.578765249638
"896",23,3,16,"A2","B2",243.692539050221
"897",23,3,17,"A2","B2",214.299662700284
"898",23,3,18,"A2","B2",218.261669597027
"899",23,3,19,"A2","B2",264.024529075295
"900",23,3,20,"A2","B2",246.932068233628
"901",23,3,21,"A1","B1",238.506001733114
"902",23,3,22,"A1","B1",188.721669233787
"903",23,3,23,"A1","B1",231.424321000793
"904",23,3,24,"A1","B1",197.739203943275
"905",23,3,25,"A1","B1",217.053953906277
"906",23,3,26,"A1","B1",240.372437864538
"907",23,3,27,"A1","B1",238.649197512347
"908",23,3,28,"A1","B1",222.451291797932
"909",23,3,29,"A1","B1",171.056327157642
"910",23,3,30,"A1","B1",185.33524664076
"911",23,3,31,"A1","B2",231.509664923243
"912",23,3,32,"A1","B2",198.53230773908
"913",23,3,33,"A1","B2",269.559788356041
"914",23,3,34,"A1","B2",258.303194047319
"915",23,3,35,"A1","B2",219.207785381209
"916",23,3,36,"A1","B2",250.682045473739
"917",23,3,37,"A1","B2",279.75946392745
"918",23,3,38,"A1","B2",232.33611013116
"919",23,3,39,"A1","B2",232.640661838209
"920",23,3,40,"A1","B2",187.651511009111
"921",24,2,1,"A1","B2",247.273363941465
"922",24,2,2,"A1","B2",253.330588816758
"923",24,2,3,"A1","B2",263.004928446166
"924",24,2,4,"A1","B2",243.250150856112
"925",24,2,5,"A1","B2",267.827418037372
"926",24,2,6,"A1","B2",259.447561378761
"927",24,2,7,"A1","B2",245.231001331765
"928",24,2,8,"A1","B2",257.162133135433
"929",24,2,9,"A1","B2",253.302695056873
"930",24,2,10,"A1","B2",241.944626597369
"931",24,2,11,"A2","B1",249.49578393996
"932",24,2,12,"A2","B1",259.706617922302
"933",24,2,13,"A2","B1",252.146768576237
"934",24,2,14,"A2","B1",239.596854189079
"935",24,2,15,"A2","B1",280.346303142944
"936",24,2,16,"A2","B1",236.371584548472
"937",24,2,17,"A2","B1",254.408680761835
"938",24,2,18,"A2","B1",235.659150489174
"939",24,2,19,"A2","B1",283.749398746358
"940",24,2,20,"A2","B1",222.413977487922
"941",24,2,21,"A2","B2",221.16965691662
"942",24,2,22,"A2","B2",233.375126409348
"943",24,2,23,"A2","B2",260.663050587033
"944",24,2,24,"A2","B2",229.079483079507
"945",24,2,25,"A2","B2",236.245657985858
"946",24,2,26,"A2","B2",266.537784361183
"947",24,2,27,"A2","B2",309.650871200841
"948",24,2,28,"A2","B2",261.74670683163
"949",24,2,29,"A2","B2",255.779418724644
"950",24,2,30,"A2","B2",266.85894977128
"951",24,2,31,"A1","B1",301.673338287699
"952",24,2,32,"A1","B1",230.365498852463
"953",24,2,33,"A1","B1",235.801928881849
"954",24,2,34,"A1","B1",290.996275593636
"955",24,2,35,"A1","B1",234.999427452719
"956",24,2,36,"A1","B1",253.480719016113
"957",24,2,37,"A1","B1",293.008785859303
"958",24,2,38,"A1","B1",209.704900626545
"959",24,2,39,"A1","B1",258.901618272828
"960",24,2,40,"A1","B1",222.283197918245
"961",25,1,1,"A1","B1",253.825745509256
"962",25,1,2,"A1","B1",301.880136978106
"963",25,1,3,"A1","B1",291.066705091946
"964",25,1,4,"A1","B1",209.516711975821
"965",25,1,5,"A1","B1",269.211287905914
"966",25,1,6,"A1","B1",283.766832225289
"967",25,1,7,"A1","B1",293.510259264726
"968",25,1,8,"A1","B1",250.88510124292
"969",25,1,9,"A1","B1",255.018880474188
"970",25,1,10,"A1","B1",240.860442259522
"971",25,1,11,"A1","B2",231.445482158188
"972",25,1,12,"A1","B2",263.764831683063
"973",25,1,13,"A1","B2",256.346132236877
"974",25,1,14,"A1","B2",207.688794627748
"975",25,1,15,"A1","B2",243.22820230222
"976",25,1,16,"A1","B2",213.16097021482
"977",25,1,17,"A1","B2",234.103181895404
"978",25,1,18,"A1","B2",211.13311227766
"979",25,1,19,"A1","B2",266.354969526064
"980",25,1,20,"A1","B2",248.517220809597
"981",25,1,21,"A2","B1",263.298602609752
"982",25,1,22,"A2","B1",307.293713608108
"983",25,1,23,"A2","B1",298.177393282142
"984",25,1,24,"A2","B1",221.266106791138
"985",25,1,25,"A2","B1",204.693269474753
"986",25,1,26,"A2","B1",274.454039951951
"987",25,1,27,"A2","B1",288.090451807457
"988",25,1,28,"A2","B1",244.39460051775
"989",25,1,29,"A2","B1",256.593059845187
"990",25,1,30,"A2","B1",284.765269900404
"991",25,1,31,"A2","B2",258.428274113264
"992",25,1,32,"A2","B2",226.96150063343
"993",25,1,33,"A2","B2",310.169593938834
"994",25,1,34,"A2","B2",251.503027311117
"995",25,1,35,"A2","B2",252.408578799574
"996",25,1,36,"A2","B2",262.029302679426
"997",25,1,37,"A2","B2",270.523967403474
"998",25,1,38,"A2","B2",271.596155438247
"999",25,1,39,"A2","B2",268.979353090605
"1000",25,1,40,"A2","B2",225.49358619492
"1001",26,2,1,"A1","B2",239.963247485077
"1002",26,2,2,"A1","B2",264.108596644228
"1003",26,2,3,"A1","B2",278.191184215143
"1004",26,2,4,"A1","B2",262.54506443212
"1005",26,2,5,"A1","B2",255.429225002516
"1006",26,2,6,"A1","B2",247.634540073105
"1007",26,2,7,"A1","B2",252.505363620912
"1008",26,2,8,"A1","B2",247.384784593971
"1009",26,2,9,"A1","B2",238.596021932581
"1010",26,2,10,"A1","B2",254.75375379509
"1011",26,2,11,"A2","B1",196.900432919942
"1012",26,2,12,"A2","B1",238.741203298903
"1013",26,2,13,"A2","B1",177.332751979229
"1014",26,2,14,"A2","B1",218.495631565574
"1015",26,2,15,"A2","B1",263.715652122152
"1016",26,2,16,"A2","B1",213.868469752399
"1017",26,2,17,"A2","B1",217.105753026212
"1018",26,2,18,"A2","B1",250.633666685439
"1019",26,2,19,"A2","B1",266.712891960955
"1020",26,2,20,"A2","B1",190.689072613556
"1021",26,2,21,"A2","B2",201.528901008711
"1022",26,2,22,"A2","B2",254.605268576837
"1023",26,2,23,"A2","B2",241.73240853891
"1024",26,2,24,"A2","B2",237.800508807367
"1025",26,2,25,"A2","B2",221.392819005919
"1026",26,2,26,"A2","B2",266.39594704822
"1027",26,2,27,"A2","B2",273.164682866671
"1028",26,2,28,"A2","B2",298.622686425947
"1029",26,2,29,"A2","B2",253.826736536753
"1030",26,2,30,"A2","B2",267.324316479584
"1031",26,2,31,"A1","B1",264.177706816686
"1032",26,2,32,"A1","B1",199.832697391116
"1033",26,2,33,"A1","B1",225.538440695602
"1034",26,2,34,"A1","B1",260.604709534784
"1035",26,2,35,"A1","B1",217.493833016371
"1036",26,2,36,"A1","B1",233.228778569172
"1037",26,2,37,"A1","B1",270.127897179818
"1038",26,2,38,"A1","B1",230.675378469708
"1039",26,2,39,"A1","B1",224.587790535621
"1040",26,2,40,"A1","B1",244.267631346538
"1041",27,4,1,"A2","B2",313.675011847675
"1042",27,4,2,"A2","B2",256.75856788267
"1043",27,4,3,"A2","B2",311.24169755292
"1044",27,4,4,"A2","B2",286.073800926538
"1045",27,4,5,"A2","B2",275.528992299763
"1046",27,4,6,"A2","B2",265.242681011204
"1047",27,4,7,"A2","B2",267.992867390884
"1048",27,4,8,"A2","B2",305.87052902369
"1049",27,4,9,"A2","B2",245.859010969888
"1050",27,4,10,"A2","B2",290.094564536552
"1051",27,4,11,"A1","B1",251.290064203529
"1052",27,4,12,"A1","B1",322.57889641479
"1053",27,4,13,"A1","B1",265.117020896917
"1054",27,4,14,"A1","B1",259.643381227222
"1055",27,4,15,"A1","B1",277.087928417622
"1056",27,4,16,"A1","B1",297.704544009966
"1057",27,4,17,"A1","B1",290.542856954272
"1058",27,4,18,"A1","B1",232.057949505196
"1059",27,4,19,"A1","B1",290.962658597634
"1060",27,4,20,"A1","B1",275.637405374098
"1061",27,4,21,"A1","B2",257.347899441877
"1062",27,4,22,"A1","B2",268.057996842717
"1063",27,4,23,"A1","B2",293.792552020194
"1064",27,4,24,"A1","B2",267.255561868839
"1065",27,4,25,"A1","B2",256.318192118609
"1066",27,4,26,"A1","B2",213.22563569741
"1067",27,4,27,"A1","B2",258.709574233315
"1068",27,4,28,"A1","B2",246.400643617855
"1069",27,4,29,"A1","B2",208.296769243914
"1070",27,4,30,"A1","B2",247.841360507927
"1071",27,4,31,"A2","B1",319.374224356191
"1072",27,4,32,"A2","B1",251.704487706111
"1073",27,4,33,"A2","B1",278.030791326012
"1074",27,4,34,"A2","B1",295.979446910861
"1075",27,4,35,"A2","B1",262.887465213399
"1076",27,4,36,"A2","B1",306.016418936635
"1077",27,4,37,"A2","B1",295.866383043994
"1078",27,4,38,"A2","B1",303.844120592184
"1079",27,4,39,"A2","B1",300.037494428417
"1080",27,4,40,"A2","B1",276.01877418007
"1081",28,4,1,"A2","B2",235.274081348888
"1082",28,4,2,"A2","B2",245.022133657308
"1083",28,4,3,"A2","B2",288.102848449563
"1084",28,4,4,"A2","B2",252.551613584132
"1085",28,4,5,"A2","B2",245.450244964357
"1086",28,4,6,"A2","B2",263.035812806387
"1087",28,4,7,"A2","B2",228.44227177136
"1088",28,4,8,"A2","B2",296.112491608748
"1089",28,4,9,"A2","B2",235.593093866869
"1090",28,4,10,"A2","B2",253.983459975933
"1091",28,4,11,"A1","B1",149.419126241479
"1092",28,4,12,"A1","B1",240.743125914692
"1093",28,4,13,"A1","B1",203.176029122693
"1094",28,4,14,"A1","B1",208.736845887473
"1095",28,4,15,"A1","B1",239.508503410861
"1096",28,4,16,"A1","B1",220.94817948207
"1097",28,4,17,"A1","B1",227.277681965396
"1098",28,4,18,"A1","B1",202.229930721525
"1099",28,4,19,"A1","B1",272.542867747354
"1100",28,4,20,"A1","B1",222.22416852388
"1101",28,4,21,"A1","B2",202.617830235715
"1102",28,4,22,"A1","B2",261.351692039584
"1103",28,4,23,"A1","B2",262.60750148917
"1104",28,4,24,"A1","B2",244.839437604461
"1105",28,4,25,"A1","B2",238.570686704225
"1106",28,4,26,"A1","B2",236.443458280174
"1107",28,4,27,"A1","B2",229.275752976183
"1108",28,4,28,"A1","B2",239.272164761389
"1109",28,4,29,"A1","B2",242.910786800449
"1110",28,4,30,"A1","B2",229.547691226988
"1111",28,4,31,"A2","B1",271.409639785057
"1112",28,4,32,"A2","B1",206.132732289648
"1113",28,4,33,"A2","B1",207.365937177967
"1114",28,4,34,"A2","B1",257.882381958153
"1115",28,4,35,"A2","B1",243.330900427677
"1116",28,4,36,"A2","B1",251.014675992703
"1117",28,4,37,"A2","B1",245.483636267643
"1118",28,4,38,"A2","B1",182.26352380787
"1119",28,4,39,"A2","B1",245.861252558709
"1120",28,4,40,"A2","B1",166.964159686972
"1121",29,1,1,"A1","B1",219.790351081026
"1122",29,1,2,"A1","B1",241.537388624027
"1123",29,1,3,"A1","B1",258.504712366619
"1124",29,1,4,"A1","B1",214.368037184742
"1125",29,1,5,"A1","B1",220.51808807972
"1126",29,1,6,"A1","B1",228.157742276342
"1127",29,1,7,"A1","B1",232.351392883301
"1128",29,1,8,"A1","B1",258.961471715802
"1129",29,1,9,"A1","B1",267.359348863443
"1130",29,1,10,"A1","B1",250.499453031851
"1131",29,1,11,"A1","B2",237.121721910058
"1132",29,1,12,"A1","B2",290.282421611488
"1133",29,1,13,"A1","B2",255.67968297937
"1134",29,1,14,"A1","B2",186.73156024131
"1135",29,1,15,"A1","B2",227.483250481504
"1136",29,1,16,"A1","B2",234.066544345817
"1137",29,1,17,"A1","B2",263.348847950445
"1138",29,1,18,"A1","B2",224.776364829538
"1139",29,1,19,"A1","B2",216.06060319628
"1140",29,1,20,"A1","B2",238.75157421179
"1141",29,1,21,"A2","B1",223.342827381529
"1142",29,1,22,"A2","B1",241.819063611569
"1143",29,1,23,"A2","B1",199.185149154359
"1144",29,1,24,"A2","B1",150.16900892496
"1145",29,1,25,"A2","B1",184.183664167441
"1146",29,1,26,"A2","B1",213.900480996079
"1147",29,1,27,"A2","B1",214.835771303982
"1148",29,1,28,"A2","B1",218.058453190091
"1149",29,1,29,"A2","B1",190.674159599399
"1150",29,1,30,"A2","B1",230.382389494168
"1151",29,1,31,"A2","B2",235.713586029956
"1152",29,1,32,"A2","B2",221.023700403307
"1153",29,1,33,"A2","B2",266.517224569614
"1154",29,1,34,"A2","B2",303.917231620806
"1155",29,1,35,"A2","B2",236.72995224576
"1156",29,1,36,"A2","B2",272.797957703909
"1157",29,1,37,"A2","B2",263.8989374347
"1158",29,1,38,"A2","B2",239.677950977477
"1159",29,1,39,"A2","B2",265.544236467626
"1160",29,1,40,"A2","B2",230.638937604219
"1161",30,2,1,"A1","B2",272.874145275959
"1162",30,2,2,"A1","B2",267.592809072517
"1163",30,2,3,"A1","B2",288.650824666272
"1164",30,2,4,"A1","B2",251.441389214391
"1165",30,2,5,"A1","B2",253.507615988253
"1166",30,2,6,"A1","B2",260.194050456087
"1167",30,2,7,"A1","B2",241.215363446568
"1168",30,2,8,"A1","B2",274.63005763998
"1169",30,2,9,"A1","B2",288.230934160894
"1170",30,2,10,"A1","B2",278.546368026592
"1171",30,2,11,"A2","B1",239.749424011723
"1172",30,2,12,"A2","B1",250.62515212341
"1173",30,2,13,"A2","B1",239.127571116132
"1174",30,2,14,"A2","B1",228.33433623702
"1175",30,2,15,"A2","B1",295.65794953275
"1176",30,2,16,"A2","B1",213.446180021747
"1177",30,2,17,"A2","B1",268.127313347262
"1178",30,2,18,"A2","B1",211.95625687421
"1179",30,2,19,"A2","B1",285.470590247728
"1180",30,2,20,"A2","B1",198.542651525245
"1181",30,2,21,"A2","B2",206.768217649813
"1182",30,2,22,"A2","B2",235.075008826229
"1183",30,2,23,"A2","B2",255.820472567163
"1184",30,2,24,"A2","B2",251.268709928715
"1185",30,2,25,"A2","B2",227.927382168987
"1186",30,2,26,"A2","B2",234.439295305355
"1187",30,2,27,"A2","B2",258.78013999463
"1188",30,2,28,"A2","B2",254.529063882425
"1189",30,2,29,"A2","B2",256.274187605423
"1190",30,2,30,"A2","B2",239.173675207651
"1191",30,2,31,"A1","B1",262.561655125179
"1192",30,2,32,"A1","B1",186.569579167438
"1193",30,2,33,"A1","B1",217.771518586351
"1194",30,2,34,"A1","B1",232.1722571058
"1195",30,2,35,"A1","B1",240.165907966975
"1196",30,2,36,"A1","B1",250.616580074138
"1197",30,2,37,"A1","B1",261.833912239977
"1198",30,2,38,"A1","B1",242.026588159175
"1199",30,2,39,"A1","B1",242.695365797462
"1200",30,2,40,"A1","B1",221.889337899895
"1201",31,4,1,"A2","B2",238.714165208201
"1202",31,4,2,"A2","B2",229.364736957017
"1203",31,4,3,"A2","B2",285.613872802317
"1204",31,4,4,"A2","B2",246.773943865091
